name,team,pass_cmp,pass_att,pass_yd,pass_td,pass_int,sacks,rush_att,rush_yd,rush_td,tar,rec,rec_yd,rec_td,fum,g,core_pass_att,core_rush_att,core_tar,core_pass_yd,core_pass_td,core_int,core_rush_yd,core_rush_td,core_rec,core_rec_yd,core_rec_td,core_fum,proj_pass_att,proj_rush_att,proj_tar,proj_pass_yd,proj_pass_td,proj_int,proj_rush_yd,proj_rush_td,proj_rec,proj_rec_yd,proj_rec_td,proj_fum
Craig Reynolds,DET,0.0,0.0,0.0,0.0,0.0,0,4.43,4.48,0.0,0.71,0.6,8.0,0.0,0.03,7,0.0,4.45,0.71,0.0,0.0,0.0,20.05,0.0,0.42,5.59,0.0,0.15,0.0,4.45,0.71,0.0,0.0,0.0,20.05,0.0,0.42,5.59,0.0,0.15
Curtis Samuel,BUF,0.0,0.0,0.0,0.0,0.0,0,0.36,2.8,0.0,3.29,0.67,5.5,0.02,0.0,14,0.0,0.36,3.32,0.0,0.0,0.0,1.02,0.0,2.25,18.42,0.07,0.0,0.0,0.36,3.32,0.0,0.0,0.0,1.02,0.0,2.25,18.42,0.07,0.0
D'Andre Swift,CHI,0.0,0.0,0.0,0.0,0.0,0,14.88,3.79,0.02,3.06,0.81,7.42,0.0,0.01,17,0.0,14.84,3.05,0.0,0.0,0.0,56.43,0.29,2.47,22.51,0.0,0.18,0.0,14.84,3.05,0.0,0.0,0.0,56.43,0.29,2.47,22.51,0.0,0.18
D'Wayne Eskridge,MIA,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,14.67,0.0,0.0,3,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,1.02,15.04,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,1.02,15.04,0.0,0.0
D.J. Moore,CHI,0.0,0.06,0.0,0.0,0.0,0,0.82,5.36,0.0,8.24,0.7,6.9,0.04,0.01,17,0.06,0.82,8.21,0.0,0.0,0.0,4.4,0.0,5.75,56.38,0.32,0.09,0.06,0.82,8.21,0.0,0.0,0.0,4.4,0.0,5.75,56.38,0.32,0.09
D.K. Metcalf,SEA,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.2,0.61,9.19,0.05,0.02,15,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,4.38,66.52,0.38,0.14,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,4.38,66.52,0.38,0.14
Dak Prescott,DAL,0.65,35.75,6.92,0.04,0.03,21,1.62,4.15,0.08,0.0,0.0,0.0,0.0,0.31,8,36.06,1.62,0.0,252.01,1.4,1.2,6.68,0.13,0.0,0.0,0.0,0.47,36.06,1.62,0.0,252.01,1.4,1.2,6.68,0.13,0.0,0.0,0.0,0.47
Dallas Goedert,PHI,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.2,0.81,9.54,0.04,0.04,10,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,4.23,48.58,0.2,0.22,0.0,0.0,5.27,0.0,0.0,0.0,0.0,0.0,4.23,48.58,0.2,0.22
Dalton Kincaid,BUF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.77,0.59,5.97,0.03,0.01,13,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,3.47,35.07,0.18,0.06,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,3.47,35.07,0.18,0.06
Dalton Schultz,HOU,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,0.62,6.26,0.02,0.0,17,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,3.08,30.86,0.1,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,3.08,30.86,0.1,0.0
Dameon Pierce,HOU,0.0,0.0,0.0,0.0,0.0,0,4.44,7.32,0.05,0.44,0.5,0.5,0.0,0.02,9,0.0,4.39,0.44,0.0,0.0,0.0,32.95,0.21,0.22,0.22,0.0,0.1,0.0,4.39,0.44,0.0,0.0,0.0,32.95,0.21,0.22,0.22,0.0,0.1
Daniel Bellinger,NYG,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.43,0.82,7.35,0.0,0.0,7,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,2.0,17.85,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,2.0,17.85,0.0,0.0
Daniel Jones,NYG,0.63,34.1,6.07,0.02,0.02,29,6.7,3.96,0.03,0.0,0.0,0.0,0.0,0.06,10,34.07,6.67,0.0,206.81,0.65,0.68,26.22,0.2,0.0,0.0,0.0,0.38,34.07,6.67,0.0,206.81,0.65,0.68,26.22,0.2,0.0,0.0,0.0,0.38
Dare Ogunbowale,HOU,0.0,0.0,0.0,0.0,0.0,0,2.0,3.73,0.0,1.87,0.68,7.07,0.04,0.0,15,0.0,1.98,1.88,0.0,0.0,0.0,7.56,0.0,1.26,13.03,0.08,0.0,0.0,1.98,1.88,0.0,0.0,0.0,7.56,0.0,1.26,13.03,0.08,0.0
Dareke Young,SEA,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Slayton,NYG,0.0,0.0,0.0,0.0,0.0,0,0.12,8.5,0.0,4.44,0.55,8.07,0.03,0.01,16,0.0,0.12,4.44,0.0,0.0,0.0,1.01,0.0,2.45,35.8,0.13,0.04,0.0,0.12,4.44,0.0,0.0,0.0,1.01,0.0,2.45,35.8,0.13,0.04
Darnell Mooney,ATL,0.0,0.06,0.0,0.0,0.0,0,0.0,0.0,0.0,6.62,0.6,9.36,0.05,0.0,16,0.06,0.0,6.5,0.0,0.0,0.0,0.0,0.0,3.89,60.82,0.33,0.0,0.06,0.0,6.5,0.0,0.0,0.0,0.0,0.0,3.89,60.82,0.33,0.0
Darnell Washington,PIT,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.92,0.76,8.0,0.04,0.0,13,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,1.47,15.45,0.07,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,1.47,15.45,0.07,0.0
Davante Adams,LVR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,0.67,7.74,0.04,0.0,3,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,5.83,67.53,0.35,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,5.83,67.53,0.35,0.0
Davante Adams,NYJ,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.36,0.59,7.49,0.06,0.0,11,0.0,0.0,10.31,0.0,0.0,0.0,0.0,0.0,6.05,77.9,0.61,0.0,0.0,0.0,10.31,0.0,0.0,0.0,0.0,0.0,6.05,77.9,0.61,0.0
David Martin-Robinson,TEN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.5,3.0,0.0,0.0,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.5,2.96,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.5,2.96,0.0,0.0
David Montgomery,DET,1.0,0.07,3.0,1.0,0.0,0,13.21,4.19,0.06,2.71,0.95,8.97,0.0,0.01,14,0.07,13.26,2.71,0.21,0.07,0.0,55.91,0.79,2.55,23.91,0.0,0.15,0.07,13.26,2.71,0.21,0.07,0.0,55.91,0.79,2.55,23.91,0.0,0.15
David Moore,CAR,0.0,0.0,0.0,0.0,0.0,0,0.07,0.0,0.0,4.07,0.56,6.16,0.05,0.0,14,0.0,0.07,4.03,0.0,0.0,0.0,0.0,0.0,2.24,24.86,0.21,0.0,0.0,0.07,4.03,0.0,0.0,0.0,0.0,0.0,2.24,24.86,0.21,0.0
David Njoku,CLE,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.82,0.66,5.21,0.05,0.0,11,0.0,0.0,8.64,0.0,0.0,0.0,0.0,0.0,5.73,45.24,0.44,0.0,0.0,0.0,8.64,0.0,0.0,0.0,0.0,0.0,5.73,45.24,0.44,0.0
Davis Allen,LAR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.17,0.46,3.0,0.0,0.0,6,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,1.0,6.63,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,1.0,6.63,0.0,0.0
Davis Mills,HOU,0.56,9.0,5.89,0.0,0.0,2,0.75,3.67,0.0,0.0,0.0,0.0,0.0,0.0,4,9.04,0.74,0.0,52.26,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,9.04,0.74,0.0,52.26,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0
Dawson Knox,BUF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.36,0.67,9.42,0.03,0.0,14,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,1.61,22.64,0.07,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,1.61,22.64,0.07,0.0
De'Von Achane,MIA,0.0,0.0,0.0,0.0,0.0,0,11.94,4.47,0.03,5.12,0.9,6.8,0.07,0.0,17,0.0,11.47,5.26,0.0,0.0,0.0,51.84,0.34,4.71,35.7,0.35,0.0,0.0,11.47,5.26,0.0,0.0,0.0,51.84,0.34,4.71,35.7,0.35,0.0
DeAndre Carter,CHI,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.8,0.64,5.14,0.0,0.0,5,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,1.79,14.27,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,1.79,14.27,0.0,0.0
DeAndre Hopkins,KAN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.9,0.69,7.41,0.07,0.0,10,0.0,0.0,5.74,0.0,0.0,0.0,0.0,0.0,3.97,43.13,0.39,0.0,0.0,0.0,5.74,0.0,0.0,0.0,0.0,0.0,3.97,43.13,0.39,0.0
DeAndre Hopkins,TEN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.5,0.71,8.24,0.05,0.05,6,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,2.49,28.48,0.17,0.18,0.0,0.0,3.48,0.0,0.0,0.0,0.0,0.0,2.49,28.48,0.17,0.18
DeVonta Smith,PHI,0.0,0.0,0.0,0.0,0.0,0,0.08,1.0,0.0,6.85,0.76,9.36,0.09,0.0,13,0.0,0.08,6.95,0.0,0.0,0.0,0.08,0.0,5.23,62.79,0.58,0.0,0.0,0.08,6.95,0.0,0.0,0.0,0.08,0.0,5.23,62.79,0.58,0.0
Deebo Samuel,SFO,0.0,0.0,0.0,0.0,0.0,1,3.0,3.24,0.02,5.79,0.63,8.27,0.04,0.02,14,0.0,3.08,5.75,0.0,0.0,0.0,9.97,0.06,3.6,47.13,0.24,0.16,0.0,3.08,5.75,0.0,0.0,0.0,9.97,0.06,3.6,47.13,0.24,0.16
Demario Douglas,NWE,0.0,0.0,0.0,0.0,0.0,0,0.19,5.33,0.0,5.44,0.76,7.14,0.03,0.01,16,0.0,0.19,5.53,0.0,0.0,0.0,0.99,0.0,4.2,39.76,0.17,0.06,0.0,0.19,5.53,0.0,0.0,0.0,0.99,0.0,4.2,39.76,0.17,0.06
Derius Davis,LAC,0.0,0.0,0.0,0.0,0.0,0,1.09,3.25,0.0,1.55,0.76,6.59,0.12,0.07,11,0.0,1.1,1.52,0.0,0.0,0.0,3.65,0.0,1.15,10.08,0.18,0.19,0.0,1.1,1.52,0.0,0.0,0.0,3.65,0.0,1.15,10.08,0.18,0.19
Derrick Henry,BAL,0.0,0.0,0.0,0.0,0.0,0,19.12,5.91,0.05,1.29,0.86,8.77,0.09,0.01,17,0.0,19.52,1.29,0.0,0.0,0.0,116.51,1.0,1.12,11.39,0.11,0.2,0.0,19.52,1.29,0.0,0.0,0.0,116.51,1.0,1.12,11.39,0.11,0.2
Deshaun Watson,CLE,0.63,30.86,5.31,0.02,0.01,33,4.43,4.77,0.03,0.0,0.0,0.0,0.0,0.16,7,30.24,4.57,0.0,161.32,0.62,0.31,22.42,0.14,0.0,0.0,0.0,0.76,30.24,4.57,0.0,161.32,0.62,0.31,22.42,0.14,0.0,0.0,0.0,0.76
Devaughn Vele,DEN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.23,0.75,8.64,0.05,0.0,13,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,3.1,36.02,0.2,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,3.1,36.02,0.2,0.0
Devin Culp,TAM,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,0.83,14.67,0.0,0.0,2,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,2.47,43.93,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,2.47,43.93,0.0,0.0
Devin Duvernay,JAX,0.0,0.0,0.0,0.0,0.0,0,0.4,0.75,0.0,1.6,0.69,4.94,0.0,0.05,10,0.0,0.4,1.63,0.0,0.0,0.0,0.3,0.0,1.14,8.15,0.0,0.1,0.0,0.4,1.63,0.0,0.0,0.0,0.3,0.0,1.14,8.15,0.0,0.1
Devin Singletary,NYG,0.0,0.0,0.0,0.0,0.0,0,7.53,3.87,0.04,1.6,0.88,4.96,0.0,0.01,15,0.0,7.49,1.6,0.0,0.0,0.0,28.8,0.3,1.41,7.93,0.0,0.09,0.0,7.49,1.6,0.0,0.0,0.0,28.8,0.3,1.41,7.93,0.0,0.09
Devontez Walker,BAL,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.5,0.33,7.0,0.33,0.0,2,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,10.57,0.48,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,10.57,0.48,0.0
Dontayvion Wicks,GNB,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.47,0.51,5.46,0.07,0.0,17,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,2.29,24.14,0.34,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,2.29,24.14,0.34,0.0
Drake London,ATL,0.0,0.0,0.0,0.0,0.0,0,0.06,-3.0,0.0,9.29,0.63,8.04,0.06,0.0,17,0.0,0.06,9.11,0.0,0.0,0.0,-0.18,0.0,5.73,73.31,0.55,0.0,0.0,0.06,9.11,0.0,0.0,0.0,-0.18,0.0,5.73,73.31,0.55,0.0
Drake Maye,NWE,0.67,26.0,6.73,0.04,0.03,34,4.15,7.8,0.04,0.0,0.0,0.0,0.0,0.17,13,26.45,4.08,0.0,179.1,1.06,0.78,31.77,0.17,0.0,0.0,0.0,0.7,26.45,4.08,0.0,179.1,1.06,0.78,31.77,0.17,0.0,0.0,0.0,0.7
Drew Lock,NYG,0.59,25.86,5.92,0.03,0.03,12,2.57,7.39,0.11,0.0,0.0,0.0,0.0,0.28,7,25.84,2.56,0.0,152.96,0.74,0.77,18.77,0.28,0.0,0.0,0.0,0.68,25.84,2.56,0.0,152.96,0.74,0.77,18.77,0.28,0.0,0.0,0.0,0.68
Drew Sample,CIN,0.0,0.0,0.0,0.0,0.0,0,0.09,-4.0,0.0,2.0,0.91,4.95,0.05,0.04,11,0.0,0.09,2.03,0.0,0.0,0.0,-0.37,0.0,1.86,10.03,0.1,0.08,0.0,0.09,2.03,0.0,0.0,0.0,-0.37,0.0,1.86,10.03,0.1,0.08
Durham Smythe,MIA,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.31,0.53,3.12,0.0,0.0,13,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.71,4.19,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.71,4.19,0.0,0.0
Dyami Brown,WAS,0.0,0.07,0.0,0.0,0.0,0,0.2,8.67,0.0,2.67,0.75,7.7,0.02,0.02,15,0.07,0.2,2.73,0.0,0.0,0.0,1.67,0.0,2.03,20.73,0.05,0.05,0.07,0.2,2.73,0.0,0.0,0.0,1.67,0.0,2.03,20.73,0.05,0.05
Dylan Laube,LVR,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17
Elijah Higgins,ARI,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.71,0.83,7.17,0.08,0.0,14,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,1.44,12.46,0.14,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,1.44,12.46,0.14,0.0
Elijah Moore,CLE,0.0,0.0,0.0,0.0,0.0,0,0.06,1.0,0.0,6.0,0.6,5.27,0.01,0.0,17,0.0,0.06,5.88,0.0,0.0,0.0,0.06,0.0,3.55,31.13,0.06,0.0,0.0,0.06,5.88,0.0,0.0,0.0,0.06,0.0,3.55,31.13,0.06,0.0
Emanuel Wilson,GNB,0.0,0.0,0.0,0.0,0.0,0,6.06,4.87,0.04,0.82,0.79,3.43,0.07,0.0,17,0.0,6.17,0.81,0.0,0.0,0.0,29.83,0.24,0.65,2.78,0.06,0.0,0.0,6.17,0.81,0.0,0.0,0.0,29.83,0.24,0.65,2.78,0.06,0.0
Emari Demercado,ARI,0.0,0.0,0.0,0.0,0.0,0,1.85,9.29,0.04,1.54,0.8,5.2,0.0,0.0,13,0.0,1.84,1.56,0.0,0.0,0.0,16.85,0.07,1.25,8.14,0.0,0.0,0.0,1.84,1.56,0.0,0.0,0.0,16.85,0.07,1.25,8.14,0.0,0.0
Eric Gray,NYG,0.0,0.0,0.0,0.0,0.0,0,1.4,2.21,0.0,1.1,0.91,7.45,0.0,0.08,10,0.0,1.39,1.1,0.0,0.0,0.0,3.06,0.0,1.0,8.19,0.0,0.19,0.0,1.39,1.1,0.0,0.0,0.0,3.06,0.0,1.0,8.19,0.0,0.19
Eric Saubert,SFO,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.75,0.79,6.93,0.07,0.07,8,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,1.36,11.94,0.13,0.11,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,1.36,11.94,0.13,0.11
Erick All,CIN,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.75,0.91,7.18,0.0,0.0,8,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,2.55,20.01,0.0,0.0,0.0,0.0,2.79,0.0,0.0,0.0,0.0,0.0,2.55,20.01,0.0,0.0
Evan Engram,JAX,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.11,0.73,5.7,0.02,0.02,9,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,5.35,41.81,0.14,0.14,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,5.35,41.81,0.14,0.14
Feleipe Franks,CAR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.33,4.0,0.0,0.0,3,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.32,3.97,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.32,3.97,0.0,0.0
Foster Moreau,NOR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.87,0.74,9.6,0.12,0.0,15,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,2.1,27.5,0.32,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,2.1,27.5,0.32,0.0
Gardner Minshew II,LVR,0.66,30.6,6.58,0.03,0.03,29,1.9,3.05,0.0,0.0,0.0,0.0,0.0,0.32,10,29.56,1.95,0.0,195.19,0.89,0.92,6.03,0.0,0.0,0.0,0.0,0.71,29.56,1.95,0.0,195.19,0.89,0.92,6.03,0.0,0.0,0.0,0.0,0.71
Garrett Wilson,NYJ,0.0,0.0,0.0,0.0,0.0,0,0.12,2.5,0.0,9.06,0.66,7.17,0.05,0.01,17,0.0,0.12,9.02,0.0,0.0,0.0,0.31,0.0,5.92,65.21,0.44,0.09,0.0,0.12,9.02,0.0,0.0,0.0,0.31,0.0,5.92,65.21,0.44,0.09
Geno Smith,SEA,0.7,34.0,7.47,0.04,0.03,50,3.12,5.13,0.04,0.0,0.0,0.0,0.0,0.17,17,34.22,3.14,0.0,255.32,1.44,1.03,16.21,0.12,0.0,0.0,0.0,0.51,34.22,3.14,0.0,255.32,1.44,1.03,16.21,0.12,0.0,0.0,0.0,0.51
George Holani,SEA,0.0,0.0,0.0,0.0,0.0,0,1.5,3.33,0.0,0.5,1.0,-1.0,0.0,0.0,2,0.0,1.51,0.5,0.0,0.0,0.0,5.06,0.0,0.5,-0.5,0.0,0.0,0.0,1.51,0.5,0.0,0.0,0.0,5.06,0.0,0.5,-0.5,0.0,0.0
George Kittle,SFO,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.27,0.83,11.77,0.09,0.0,15,0.0,0.0,6.23,0.0,0.0,0.0,0.0,0.0,5.13,72.64,0.6,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,0.0,5.13,72.64,0.6,0.0
George Pickens,PIT,0.0,0.0,0.0,0.0,0.0,0,0.14,-3.0,0.0,7.36,0.57,8.74,0.03,0.01,14,0.0,0.14,7.4,0.0,0.0,0.0,-0.43,0.0,4.23,64.72,0.21,0.08,0.0,0.14,7.4,0.0,0.0,0.0,-0.43,0.0,4.23,64.72,0.21,0.08
Grant Calcaterra,PHI,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.31,0.8,9.93,0.03,0.0,13,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,1.86,22.46,0.07,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,1.86,22.46,0.07,0.0
Greg Dortch,ARI,0.0,0.0,0.0,0.0,0.0,0,0.29,6.2,0.0,2.94,0.74,6.84,0.06,0.05,17,0.0,0.29,2.97,0.0,0.0,0.0,1.76,0.0,2.21,20.44,0.18,0.16,0.0,0.29,2.97,0.0,0.0,0.0,1.76,0.0,2.21,20.44,0.18,0.16
Hassan Haskins,LAC,0.0,0.0,0.0,0.0,0.0,0,3.09,2.62,0.06,0.27,1.0,16.33,0.33,0.03,11,0.0,3.11,0.27,0.0,0.0,0.0,8.33,0.19,0.26,4.35,0.09,0.11,0.0,3.11,0.27,0.0,0.0,0.0,8.33,0.19,0.26,4.35,0.09,0.11
Hunter Henry,NWE,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.06,0.68,6.95,0.02,0.0,16,0.0,0.0,6.16,0.0,0.0,0.0,0.0,0.0,4.19,43.11,0.12,0.0,0.0,0.0,6.16,0.0,0.0,0.0,0.0,0.0,4.19,43.11,0.12,0.0
Hunter Long,LAR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.29,0.78,6.67,0.0,0.0,7,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,1.01,8.76,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,1.01,8.76,0.0,0.0
Hunter Luepke,DAL,0.0,0.0,0.0,0.0,0.0,0,0.92,3.17,0.0,1.23,0.75,6.94,0.0,0.0,13,0.0,0.92,1.24,0.0,0.0,0.0,2.9,0.0,0.94,8.7,0.0,0.0,0.0,0.92,1.24,0.0,0.0,0.0,2.9,0.0,0.94,8.7,0.0,0.0
Ian Thomas,CAR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.5,1.17,0.0,0.0,3,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.98,2.32,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.98,2.32,0.0,0.0
Irvin Charles,NYJ,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Guerendo,SFO,0.0,0.0,0.0,0.0,0.0,0,6.46,5.0,0.05,1.23,0.94,9.5,0.0,0.02,13,0.0,6.63,1.22,0.0,0.0,0.0,33.12,0.34,1.14,11.5,0.0,0.15,0.0,6.63,1.22,0.0,0.0,0.0,33.12,0.34,1.14,11.5,0.0,0.15
Isaiah Davis,NYJ,0.0,0.0,0.0,0.0,0.0,0,3.33,5.8,0.03,1.33,0.75,6.25,0.08,0.0,9,0.0,3.34,1.32,0.0,0.0,0.0,19.66,0.11,0.99,8.34,0.1,0.0,0.0,3.34,1.32,0.0,0.0,0.0,19.66,0.11,0.99,8.34,0.1,0.0
Isaiah Likely,BAL,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.87,0.72,8.22,0.1,0.02,15,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,2.81,32.03,0.38,0.07,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,2.81,32.03,0.38,0.07
Isiah Pacheco,KAN,0.0,0.0,0.0,0.0,0.0,0,11.86,3.73,0.01,2.29,0.75,4.94,0.0,0.0,7,0.0,12.09,2.23,0.0,0.0,0.0,45.61,0.13,1.68,11.16,0.0,0.0,0.0,12.09,2.23,0.0,0.0,0.0,45.61,0.13,1.68,11.16,0.0,0.0
J.K. Dobbins,LAC,0.0,0.0,0.0,0.0,0.0,0,15.0,4.64,0.05,2.92,0.84,4.03,0.0,0.0,13,0.0,15.09,2.87,0.0,0.0,0.0,71.63,0.78,2.4,11.61,0.0,0.0,0.0,15.09,2.87,0.0,0.0,0.0,71.63,0.78,2.4,11.61,0.0,0.0
Ja'Lynn Polk,NWE,0.0,0.0,0.0,0.0,0.0,0,0.08,0.0,0.0,2.54,0.36,2.64,0.06,0.0,13,0.0,0.08,2.58,0.0,0.0,0.0,0.0,0.0,0.93,6.86,0.16,0.0,0.0,0.08,2.58,0.0,0.0,0.0,0.0,0.0,0.93,6.86,0.16,0.0
Ja'Marr Chase,CIN,0.0,0.0,0.0,0.0,0.0,0,0.18,10.67,0.0,10.29,0.73,9.76,0.1,0.0,17,0.0,0.18,10.44,0.0,0.0,0.0,1.97,0.0,7.66,101.77,1.0,0.0,0.0,0.18,10.44,0.0,0.0,0.0,1.97,0.0,7.66,101.77,1.0,0.0
Ja'Tavion Sanders,CAR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.87,0.77,7.95,0.02,0.02,15,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,2.17,22.63,0.06,0.06,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,2.17,22.63,0.06,0.06
Jacob Cowing,SFO,0.0,0.0,0.0,0.0,0.0,0,0.33,7.0,0.0,2.0,0.67,13.33,0.0,0.0,3,0.0,0.34,1.99,0.0,0.0,0.0,2.37,0.0,1.32,26.24,0.0,0.0,0.0,0.34,1.99,0.0,0.0,0.0,2.37,0.0,1.32,26.24,0.0,0.0
